time,bidprice,askprice
2023-06-23 09:49:48.676230,30010.80,29770.18
2023-06-23 09:59:59.864599,30013.70,29777.36
2023-06-23 10:10:08.450465,29987.80,29749.69
2023-06-23 10:20:16.790373,30009.20,29770.65
2023-06-23 10:30:25.078086,30033.40,29797.20
2023-06-23 10:40:34.734257,29994.40,29757.08
2023-06-23 10:51:01.838746,29987.10,29750.84
2023-06-23 11:01:10.188097,29915.50,29686.14
2023-06-23 11:11:17.918365,29856.29,29612.60
2023-06-23 11:21:25.401608,29865.39,29636.39
2023-06-23 11:31:34.909298,29919.79,29681.61
2023-06-23 11:41:43.367984,29967.90,29717.51
2023-06-23 11:51:51.513534,29961.90,29723.35
2023-06-23 07:17:15.155858,30017.80,29779.37
2023-06-23 07:27:25.476894,30062.31,29832.61
2023-06-23 07:37:33.880341,30002.90,29768.48
2023-06-23 07:47:42.014290,30017.70,29779.97
2023-06-23 07:57:50.243692,29933.09,29686.98
2023-06-23 08:08:01.487654,29949.29,29715.11
2023-06-23 08:18:09.277317,29977.70,29742.59
2023-06-23 08:28:17.013430,29988.40,29755.04
2023-06-23 08:38:24.892965,29994.80,29758.61
2023-06-23 08:48:33.567638,29953.00,29732.28
2023-06-23 08:58:40.862386,29907.70,29677.17
2023-06-23 09:08:49.239619,29940.70,29696.51
2023-06-23 09:18:59.337874,30031.20,29786.18
2023-06-23 09:29:07.101529,30006.60,29781.59
2023-06-23 09:39:25.424287,30003.00,29774.91
2023-06-23 09:49:48.676230,30010.80,29770.18
2023-06-23 09:59:59.864599,30013.70,29777.36
2023-06-23 10:10:08.450465,29987.80,29749.69
2023-06-23 10:20:16.790373,30009.20,29770.65
2023-06-23 10:30:25.078086,30033.40,29797.20
2023-06-23 10:40:34.734257,29994.40,29757.08
2023-06-23 10:51:01.838746,29987.10,29750.84
2023-06-23 11:01:10.188097,29915.50,29686.14
2023-06-23 11:11:17.918365,29856.29,29612.60
2023-06-23 11:21:25.401608,29865.39,29636.39
2023-06-23 11:31:34.909298,29919.79,29681.61
2023-06-23 11:41:43.367984,29967.90,29717.51
2023-06-23 11:51:51.513534,29961.90,29723.35
2023-06-23 12:02:00.108648,29985.50,29746.82
2023-06-23 12:12:09.803337,29988.30,29751.71
2023-06-23 12:22:17.655788,29988.10,29757.08
2023-06-23 12:32:34.174493,30020.00,29777.71
2023-06-23 12:42:41.695701,30005.30,29772.30
2023-06-23 07:17:15.155858,30017.80,29779.37
2023-06-23 07:27:25.476894,30062.31,29832.61
2023-06-23 07:37:33.880341,30002.90,29768.48
2023-06-23 07:47:42.014290,30017.70,29779.97
2023-06-23 07:57:50.243692,29933.09,29686.98
2023-06-23 08:08:01.487654,29949.29,29715.11
2023-06-23 08:18:09.277317,29977.70,29742.59
2023-06-23 08:28:17.013430,29988.40,29755.04
2023-06-23 08:38:24.892965,29994.80,29758.61
2023-06-23 08:48:33.567638,29953.00,29732.28
2023-06-23 08:58:40.862386,29907.70,29677.17
2023-06-23 09:08:49.239619,29940.70,29696.51
2023-06-23 09:18:59.337874,30031.20,29786.18
2023-06-23 09:29:07.101529,30006.60,29781.59
2023-06-23 09:39:25.424287,30003.00,29774.91
2023-06-23 09:49:48.676230,30010.80,29770.18
2023-06-23 09:59:59.864599,30013.70,29777.36
2023-06-23 10:10:08.450465,29987.80,29749.69
2023-06-23 10:20:16.790373,30009.20,29770.65
2023-06-23 10:30:25.078086,30033.40,29797.20
2023-06-23 10:40:34.734257,29994.40,29757.08
2023-06-23 10:51:01.838746,29987.10,29750.84
2023-06-23 11:01:10.188097,29915.50,29686.14
2023-06-23 11:11:17.918365,29856.29,29612.60
2023-06-23 11:21:25.401608,29865.39,29636.39
2023-06-23 11:31:34.909298,29919.79,29681.61
2023-06-23 11:41:43.367984,29967.90,29717.51
2023-06-23 11:51:51.513534,29961.90,29723.35
2023-06-23 12:02:00.108648,29985.50,29746.82
2023-06-23 12:12:09.803337,29988.30,29751.71
2023-06-23 12:22:17.655788,29988.10,29757.08
2023-06-23 12:32:34.174493,30020.00,29777.71
2023-06-23 12:42:41.695701,30005.30,29772.30
2023-06-23 12:52:49.487082,30016.90,29782.15
2023-06-23 13:02:57.884362,30015.90,29781.08
2023-06-23 13:13:05.890756,30024.50,29787.28
2023-06-23 13:23:16.162165,30026.00,29790.23
2023-06-23 13:33:25.526270,30050.60,29811.98
2023-06-23 13:43:33.874926,30043.30,29806.76
2023-06-23 07:17:15.155858,30017.80,29779.37
2023-06-23 07:27:25.476894,30062.31,29832.61
2023-06-23 07:37:33.880341,30002.90,29768.48
2023-06-23 07:47:42.014290,30017.70,29779.97
2023-06-23 07:57:50.243692,29933.09,29686.98
2023-06-23 08:08:01.487654,29949.29,29715.11
2023-06-23 08:18:09.277317,29977.70,29742.59
2023-06-23 08:28:17.013430,29988.40,29755.04
2023-06-23 08:38:24.892965,29994.80,29758.61
2023-06-23 08:48:33.567638,29953.00,29732.28
2023-06-23 08:58:40.862386,29907.70,29677.17
2023-06-23 09:08:49.239619,29940.70,29696.51
2023-06-23 09:18:59.337874,30031.20,29786.18
2023-06-23 09:29:07.101529,30006.60,29781.59
2023-06-23 09:39:25.424287,30003.00,29774.91
2023-06-23 09:49:48.676230,30010.80,29770.18
2023-06-23 09:59:59.864599,30013.70,29777.36
2023-06-23 10:10:08.450465,29987.80,29749.69
2023-06-23 10:20:16.790373,30009.20,29770.65
2023-06-23 10:30:25.078086,30033.40,29797.20
2023-06-23 10:40:34.734257,29994.40,29757.08
2023-06-23 10:51:01.838746,29987.10,29750.84
2023-06-23 11:01:10.188097,29915.50,29686.14
2023-06-23 11:11:17.918365,29856.29,29612.60
2023-06-23 11:21:25.401608,29865.39,29636.39
2023-06-23 11:31:34.909298,29919.79,29681.61
2023-06-23 11:41:43.367984,29967.90,29717.51
2023-06-23 11:51:51.513534,29961.90,29723.35
2023-06-23 12:02:00.108648,29985.50,29746.82
2023-06-23 12:12:09.803337,29988.30,29751.71
2023-06-23 12:22:17.655788,29988.10,29757.08
2023-06-23 12:32:34.174493,30020.00,29777.71
2023-06-23 12:42:41.695701,30005.30,29772.30
2023-06-23 12:52:49.487082,30016.90,29782.15
2023-06-23 13:02:57.884362,30015.90,29781.08
2023-06-23 13:13:05.890756,30024.50,29787.28
2023-06-23 13:23:16.162165,30026.00,29790.23
2023-06-23 13:33:25.526270,30050.60,29811.98
2023-06-23 13:43:33.874926,30043.30,29806.76
2023-06-23 13:53:42.295577,30022.90,29786.57
2023-06-23 14:03:52.004790,30014.40,29772.60
2023-06-23 14:13:59.472121,30007.60,29773.39
2023-06-23 14:24:08.032199,30022.20,29785.16
2023-06-23 14:34:19.234658,30054.10,29819.33
2023-06-23 14:44:28.462533,30059.40,29824.09
2023-06-23 07:17:15.155858,30017.80,29779.37
2023-06-23 07:27:25.476894,30062.31,29832.61
2023-06-23 07:37:33.880341,30002.90,29768.48
2023-06-23 07:47:42.014290,30017.70,29779.97
2023-06-23 07:57:50.243692,29933.09,29686.98
2023-06-23 08:08:01.487654,29949.29,29715.11
2023-06-23 08:18:09.277317,29977.70,29742.59
2023-06-23 08:28:17.013430,29988.40,29755.04
2023-06-23 08:38:24.892965,29994.80,29758.61
2023-06-23 08:48:33.567638,29953.00,29732.28
2023-06-23 08:58:40.862386,29907.70,29677.17
2023-06-23 09:08:49.239619,29940.70,29696.51
2023-06-23 09:18:59.337874,30031.20,29786.18
2023-06-23 09:29:07.101529,30006.60,29781.59
2023-06-23 09:39:25.424287,30003.00,29774.91
2023-06-23 09:49:48.676230,30010.80,29770.18
2023-06-23 09:59:59.864599,30013.70,29777.36
2023-06-23 10:10:08.450465,29987.80,29749.69
2023-06-23 10:20:16.790373,30009.20,29770.65
2023-06-23 10:30:25.078086,30033.40,29797.20
2023-06-23 10:40:34.734257,29994.40,29757.08
2023-06-23 10:51:01.838746,29987.10,29750.84
2023-06-23 11:01:10.188097,29915.50,29686.14
2023-06-23 11:11:17.918365,29856.29,29612.60
2023-06-23 11:21:25.401608,29865.39,29636.39
2023-06-23 11:31:34.909298,29919.79,29681.61
2023-06-23 11:41:43.367984,29967.90,29717.51
2023-06-23 11:51:51.513534,29961.90,29723.35
2023-06-23 12:02:00.108648,29985.50,29746.82
2023-06-23 12:12:09.803337,29988.30,29751.71
2023-06-23 12:22:17.655788,29988.10,29757.08
2023-06-23 12:32:34.174493,30020.00,29777.71
2023-06-23 12:42:41.695701,30005.30,29772.30
2023-06-23 12:52:49.487082,30016.90,29782.15
2023-06-23 13:02:57.884362,30015.90,29781.08
2023-06-23 13:13:05.890756,30024.50,29787.28
2023-06-23 13:23:16.162165,30026.00,29790.23
2023-06-23 13:33:25.526270,30050.60,29811.98
2023-06-23 13:43:33.874926,30043.30,29806.76
2023-06-23 13:53:42.295577,30022.90,29786.57
2023-06-23 14:03:52.004790,30014.40,29772.60
2023-06-23 14:13:59.472121,30007.60,29773.39
2023-06-23 14:24:08.032199,30022.20,29785.16
2023-06-23 14:34:19.234658,30054.10,29819.33
2023-06-23 14:44:28.462533,30059.40,29824.09
2023-06-23 14:54:47.880986,30043.40,29810.22
2023-06-23 15:04:55.341033,30042.70,29807.43
2023-06-23 15:15:04.016749,30059.40,29823.72
2023-06-23 15:25:13.916848,30056.60,29822.37
2023-06-23 07:17:15.155858,30017.80,29779.37
2023-06-23 07:27:25.476894,30062.31,29832.61
2023-06-23 07:37:33.880341,30002.90,29768.48
2023-06-23 07:47:42.014290,30017.70,29779.97
2023-06-23 07:57:50.243692,29933.09,29686.98
2023-06-23 08:08:01.487654,29949.29,29715.11
2023-06-23 08:18:09.277317,29977.70,29742.59
2023-06-23 08:28:17.013430,29988.40,29755.04
2023-06-23 08:38:24.892965,29994.80,29758.61
2023-06-23 08:48:33.567638,29953.00,29732.28
2023-06-23 08:58:40.862386,29907.70,29677.17
2023-06-23 09:08:49.239619,29940.70,29696.51
2023-06-23 09:18:59.337874,30031.20,29786.18
2023-06-23 09:29:07.101529,30006.60,29781.59
2023-06-23 09:39:25.424287,30003.00,29774.91
2023-06-23 09:49:48.676230,30010.80,29770.18
2023-06-23 09:59:59.864599,30013.70,29777.36
2023-06-23 10:10:08.450465,29987.80,29749.69
2023-06-23 10:20:16.790373,30009.20,29770.65
2023-06-23 10:30:25.078086,30033.40,29797.20
2023-06-23 10:40:34.734257,29994.40,29757.08
2023-06-23 10:51:01.838746,29987.10,29750.84
2023-06-23 11:01:10.188097,29915.50,29686.14
2023-06-23 11:11:17.918365,29856.29,29612.60
2023-06-23 11:21:25.401608,29865.39,29636.39
2023-06-23 11:31:34.909298,29919.79,29681.61
2023-06-23 11:41:43.367984,29967.90,29717.51
2023-06-23 11:51:51.513534,29961.90,29723.35
2023-06-23 12:02:00.108648,29985.50,29746.82
2023-06-23 12:12:09.803337,29988.30,29751.71
2023-06-23 12:22:17.655788,29988.10,29757.08
2023-06-23 12:32:34.174493,30020.00,29777.71
2023-06-23 12:42:41.695701,30005.30,29772.30
2023-06-23 12:52:49.487082,30016.90,29782.15
2023-06-23 13:02:57.884362,30015.90,29781.08
2023-06-23 13:13:05.890756,30024.50,29787.28
2023-06-23 13:23:16.162165,30026.00,29790.23
2023-06-23 13:33:25.526270,30050.60,29811.98
2023-06-23 13:43:33.874926,30043.30,29806.76
2023-06-23 13:53:42.295577,30022.90,29786.57
2023-06-23 14:03:52.004790,30014.40,29772.60
2023-06-23 14:13:59.472121,30007.60,29773.39
2023-06-23 14:24:08.032199,30022.20,29785.16
2023-06-23 14:34:19.234658,30054.10,29819.33
2023-06-23 14:44:28.462533,30059.40,29824.09
2023-06-23 14:54:47.880986,30043.40,29810.22
2023-06-23 15:04:55.341033,30042.70,29807.43
2023-06-23 15:15:04.016749,30059.40,29823.72
2023-06-23 15:25:13.916848,30056.60,29822.37
2023-06-23 15:35:22.889335,30046.80,29807.34
2023-06-23 15:45:30.332616,30014.60,29778.19
2023-06-23 15:55:39.786656,29997.90,29761.31
2023-06-23 16:05:47.050467,29992.50,29756.41
2023-06-23 16:15:57.468168,29980.40,29748.07
2023-06-23 16:26:06.962544,29972.70,29731.47
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 08:58:11.616965,30677.17,30448.85
2023-06-24 09:08:19.105262,30697.17,30458.10
2023-06-24 09:18:27.453845,30644.25,30405.33
2023-06-24 09:28:35.498689,30570.22,30326.79
2023-06-24 09:38:43.015797,30575.83,30360.79
2023-06-24 09:48:51.277281,30506.25,30260.02
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 08:58:11.616965,30677.17,30448.85
2023-06-24 09:08:19.105262,30697.17,30458.10
2023-06-24 09:18:27.453845,30644.25,30405.33
2023-06-24 09:28:35.498689,30570.22,30326.79
2023-06-24 09:38:43.015797,30575.83,30360.79
2023-06-24 09:48:51.277281,30506.25,30260.02
2023-06-24 09:59:00.166301,30486.24,30253.23
2023-06-24 10:09:26.377876,30549.11,30308.95
2023-06-24 10:19:50.244419,30513.70,30270.64
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 08:58:11.616965,30677.17,30448.85
2023-06-24 09:08:19.105262,30697.17,30458.10
2023-06-24 09:18:27.453845,30644.25,30405.33
2023-06-24 09:28:35.498689,30570.22,30326.79
2023-06-24 09:38:43.015797,30575.83,30360.79
2023-06-24 09:48:51.277281,30506.25,30260.02
2023-06-24 09:59:00.166301,30486.24,30253.23
2023-06-24 10:09:26.377876,30549.11,30308.95
2023-06-24 10:19:50.244419,30513.70,30270.64
2023-06-24 10:30:01.882585,30494.49,30250.85
2023-06-24 10:40:12.088440,30534.41,30297.08
2023-06-24 10:50:39.017742,30541.01,30300.44
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 08:58:11.616965,30677.17,30448.85
2023-06-24 09:08:19.105262,30697.17,30458.10
2023-06-24 09:18:27.453845,30644.25,30405.33
2023-06-24 09:28:35.498689,30570.22,30326.79
2023-06-24 09:38:43.015797,30575.83,30360.79
2023-06-24 09:48:51.277281,30506.25,30260.02
2023-06-24 09:59:00.166301,30486.24,30253.23
2023-06-24 10:09:26.377876,30549.11,30308.95
2023-06-24 10:19:50.244419,30513.70,30270.64
2023-06-24 10:30:01.882585,30494.49,30250.85
2023-06-24 10:40:12.088440,30534.41,30297.08
2023-06-24 10:50:39.017742,30541.01,30300.44
2023-06-24 11:00:46.814523,30624.44,30386.55
2023-06-24 11:11:00.611014,30610.74,30357.59
2023-06-24 11:21:11.881927,30632.55,30390.21
2023-06-24 11:31:32.388506,30678.57,30420.52
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 08:58:11.616965,30677.17,30448.85
2023-06-24 09:08:19.105262,30697.17,30458.10
2023-06-24 09:18:27.453845,30644.25,30405.33
2023-06-24 09:28:35.498689,30570.22,30326.79
2023-06-24 09:38:43.015797,30575.83,30360.79
2023-06-24 09:48:51.277281,30506.25,30260.02
2023-06-24 09:59:00.166301,30486.24,30253.23
2023-06-24 10:09:26.377876,30549.11,30308.95
2023-06-24 10:19:50.244419,30513.70,30270.64
2023-06-24 10:30:01.882585,30494.49,30250.85
2023-06-24 10:40:12.088440,30534.41,30297.08
2023-06-24 10:50:39.017742,30541.01,30300.44
2023-06-24 11:00:46.814523,30624.44,30386.55
2023-06-24 11:11:00.611014,30610.74,30357.59
2023-06-24 11:21:11.881927,30632.55,30390.21
2023-06-24 11:31:32.388506,30678.57,30420.52
2023-06-24 11:41:41.108853,30746.19,30505.34
2023-06-24 11:51:59.437337,30735.89,30492.54
2023-06-24 12:02:06.574804,30740.09,30495.43
2023-06-24 12:12:25.400382,30747.29,30500.06
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 08:58:11.616965,30677.17,30448.85
2023-06-24 09:08:19.105262,30697.17,30458.10
2023-06-24 09:18:27.453845,30644.25,30405.33
2023-06-24 09:28:35.498689,30570.22,30326.79
2023-06-24 09:38:43.015797,30575.83,30360.79
2023-06-24 09:48:51.277281,30506.25,30260.02
2023-06-24 09:59:00.166301,30486.24,30253.23
2023-06-24 10:09:26.377876,30549.11,30308.95
2023-06-24 10:19:50.244419,30513.70,30270.64
2023-06-24 10:30:01.882585,30494.49,30250.85
2023-06-24 10:40:12.088440,30534.41,30297.08
2023-06-24 10:50:39.017742,30541.01,30300.44
2023-06-24 11:00:46.814523,30624.44,30386.55
2023-06-24 11:11:00.611014,30610.74,30357.59
2023-06-24 11:21:11.881927,30632.55,30390.21
2023-06-24 11:31:32.388506,30678.57,30420.52
2023-06-24 11:41:41.108853,30746.19,30505.34
2023-06-24 11:51:59.437337,30735.89,30492.54
2023-06-24 12:02:06.574804,30740.09,30495.43
2023-06-24 12:12:25.400382,30747.29,30500.06
2023-06-24 12:22:33.863492,30759.20,30530.12
2023-06-24 12:32:56.823111,30761.70,30520.41
2023-06-24 12:43:04.556013,30750.20,30505.93
2023-06-24 07:57:20.980148,30645.25,30410.88
2023-06-24 08:07:28.787653,30664.56,30429.78
2023-06-24 08:17:37.363612,30634.85,30400.87
2023-06-24 08:27:46.816949,30609.34,30376.62
2023-06-24 08:37:55.440885,30633.35,30405.68
2023-06-24 08:48:03.548089,30555.02,30317.77
2023-06-24 08:58:11.616965,30677.17,30448.85
2023-06-24 09:08:19.105262,30697.17,30458.10
2023-06-24 09:18:27.453845,30644.25,30405.33
2023-06-24 09:28:35.498689,30570.22,30326.79
2023-06-24 09:38:43.015797,30575.83,30360.79
2023-06-24 09:48:51.277281,30506.25,30260.02
2023-06-24 09:59:00.166301,30486.24,30253.23
2023-06-24 10:09:26.377876,30549.11,30308.95
2023-06-24 10:19:50.244419,30513.70,30270.64
2023-06-24 10:30:01.882585,30494.49,30250.85
2023-06-24 10:40:12.088440,30534.41,30297.08
2023-06-24 10:50:39.017742,30541.01,30300.44
2023-06-24 11:00:46.814523,30624.44,30386.55
2023-06-24 11:11:00.611014,30610.74,30357.59
2023-06-24 11:21:11.881927,30632.55,30390.21
2023-06-24 11:31:32.388506,30678.57,30420.52
2023-06-24 11:41:41.108853,30746.19,30505.34
2023-06-24 11:51:59.437337,30735.89,30492.54
2023-06-24 12:02:06.574804,30740.09,30495.43
2023-06-24 12:12:25.400382,30747.29,30500.06
2023-06-24 12:22:33.863492,30759.20,30530.12
2023-06-24 12:32:56.823111,30761.70,30520.41
2023-06-24 12:43:04.556013,30750.20,30505.93
2023-06-24 12:53:18.383848,30743.32,30499.63
2023-06-24 13:03:26.068805,30725.92,30485.52
2023-06-24 13:13:43.615286,30691.84,30454.05
2023-06-24 13:23:53.741080,30747.65,30503.99
2023-06-25 08:22:14.257651,30551.35,30315.73
2023-06-25 08:32:26.310407,30559.06,30322.84
2023-06-25 08:42:36.668830,30536.51,30301.57
2023-06-25 08:52:49.014352,30517.50,30282.43
2023-06-25 09:08:04.028263,30525.85,30288.54
2023-06-25 09:18:14.175230,30572.96,30334.67
2023-06-25 08:22:14.257651,30551.35,30315.73
2023-06-25 08:32:26.310407,30559.06,30322.84
2023-06-25 08:42:36.668830,30536.51,30301.57
2023-06-25 08:52:49.014352,30517.50,30282.43
2023-06-25 09:08:04.028263,30525.85,30288.54
2023-06-25 09:18:14.175230,30572.96,30334.67
2023-06-25 09:28:25.540292,30480.39,30249.81
2023-06-25 09:38:33.269112,30518.00,30276.76
2023-06-25 09:48:41.514791,30501.25,30269.12
2023-06-25 09:58:49.438978,30520.25,30289.97
2023-06-25 10:09:03.369274,30481.35,30246.71
2023-06-25 08:22:14.257651,30551.35,30315.73
2023-06-25 08:32:26.310407,30559.06,30322.84
2023-06-25 08:42:36.668830,30536.51,30301.57
2023-06-25 08:52:49.014352,30517.50,30282.43
2023-06-25 09:08:04.028263,30525.85,30288.54
2023-06-25 09:18:14.175230,30572.96,30334.67
2023-06-25 09:28:25.540292,30480.39,30249.81
2023-06-25 09:38:33.269112,30518.00,30276.76
2023-06-25 09:48:41.514791,30501.25,30269.12
2023-06-25 09:58:49.438978,30520.25,30289.97
2023-06-25 10:09:03.369274,30481.35,30246.71
2023-06-25 10:19:19.517350,30559.81,30325.19
2023-06-25 10:29:29.659070,30621.20,30378.35
2023-06-25 10:40:02.069817,30621.90,30384.00
2023-06-25 08:22:14.257651,30551.35,30315.73
2023-06-25 08:32:26.310407,30559.06,30322.84
2023-06-25 08:42:36.668830,30536.51,30301.57
2023-06-25 08:52:49.014352,30517.50,30282.43
2023-06-25 09:08:04.028263,30525.85,30288.54
2023-06-25 09:18:14.175230,30572.96,30334.67
2023-06-25 09:28:25.540292,30480.39,30249.81
2023-06-25 09:38:33.269112,30518.00,30276.76
2023-06-25 09:48:41.514791,30501.25,30269.12
2023-06-25 09:58:49.438978,30520.25,30289.97
2023-06-25 10:09:03.369274,30481.35,30246.71
2023-06-25 10:19:19.517350,30559.81,30325.19
2023-06-25 10:29:29.659070,30621.20,30378.35
2023-06-25 10:40:02.069817,30621.90,30384.00
2023-06-25 10:50:12.364776,30618.86,30377.03
2023-06-25 11:00:19.816902,30613.40,30376.73
2023-06-25 11:10:29.986843,30620.80,30380.63
2023-06-25 11:20:40.379320,30639.09,30402.45
2023-06-25 11:30:52.044929,30634.19,30391.58
2023-06-25 08:22:14.257651,30551.35,30315.73
2023-06-25 08:32:26.310407,30559.06,30322.84
2023-06-25 08:42:36.668830,30536.51,30301.57
2023-06-25 08:52:49.014352,30517.50,30282.43
2023-06-25 09:08:04.028263,30525.85,30288.54
2023-06-25 09:18:14.175230,30572.96,30334.67
2023-06-25 09:28:25.540292,30480.39,30249.81
2023-06-25 09:38:33.269112,30518.00,30276.76
2023-06-25 09:48:41.514791,30501.25,30269.12
2023-06-25 09:58:49.438978,30520.25,30289.97
2023-06-25 10:09:03.369274,30481.35,30246.71
2023-06-25 10:19:19.517350,30559.81,30325.19
2023-06-25 10:29:29.659070,30621.20,30378.35
2023-06-25 10:40:02.069817,30621.90,30384.00
2023-06-25 10:50:12.364776,30618.86,30377.03
2023-06-25 11:00:19.816902,30613.40,30376.73
2023-06-25 11:10:29.986843,30620.80,30380.63
2023-06-25 11:20:40.379320,30639.09,30402.45
2023-06-25 11:30:52.044929,30634.19,30391.58
2023-06-25 11:41:01.662249,30662.70,30419.65
2023-06-25 11:51:09.511712,30653.69,30411.15
2023-06-25 12:01:26.170708,30636.83,30400.36
2023-06-25 12:11:42.454442,30662.13,30423.27
2023-06-25 12:21:50.478201,30681.03,30446.33
2023-06-26 09:26:33.232012,30522.89,32069.01
2023-06-26 09:36:43.378053,30504.00,32047.50
2023-06-26 09:46:51.699294,30507.54,32045.94
2023-06-26 09:57:02.524003,30444.21,31988.93
2023-06-26 10:07:10.171015,30321.37,31864.78
2023-06-26 10:17:23.482838,30169.68,31704.57
2023-06-26 21:32:57.736476,30254.99,30025.24
2023-06-26 21:43:13.809238,30341.52,30107.78
2023-06-26 21:53:24.433686,30342.12,30116.08
2023-06-26 22:03:34.574125,30348.92,30120.04
2023-06-26 22:13:45.013254,30379.12,30145.73
2023-06-26 22:23:55.279366,30405.28,30175.90
2023-06-26 21:32:57.736476,30254.99,30025.24
2023-06-26 21:43:13.809238,30341.52,30107.78
2023-06-26 21:53:24.433686,30342.12,30116.08
2023-06-26 22:03:34.574125,30348.92,30120.04
2023-06-26 22:13:45.013254,30379.12,30145.73
2023-06-26 22:23:55.279366,30405.28,30175.90
2023-06-26 22:34:11.754416,30437.47,30204.56
2023-06-26 22:44:49.082763,30475.15,30241.42
2023-06-26 21:32:57.736476,30254.99,30025.24
2023-06-26 21:43:13.809238,30341.52,30107.78
2023-06-26 21:53:24.433686,30342.12,30116.08
2023-06-26 22:03:34.574125,30348.92,30120.04
2023-06-26 22:13:45.013254,30379.12,30145.73
2023-06-26 22:23:55.279366,30405.28,30175.90
2023-06-26 22:34:11.754416,30437.47,30204.56
2023-06-26 22:44:49.082763,30475.15,30241.42
2023-06-26 22:55:09.588456,30450.86,30216.58
2023-06-26 23:05:22.063192,30519.29,30287.64
2023-06-26 23:15:44.731227,30574.22,30334.56
2023-06-26 21:32:57.736476,30254.99,30025.24
2023-06-26 21:43:13.809238,30341.52,30107.78
2023-06-26 21:53:24.433686,30342.12,30116.08
2023-06-26 22:03:34.574125,30348.92,30120.04
2023-06-26 22:13:45.013254,30379.12,30145.73
2023-06-26 22:23:55.279366,30405.28,30175.90
2023-06-26 22:34:11.754416,30437.47,30204.56
2023-06-26 22:44:49.082763,30475.15,30241.42
2023-06-26 22:55:09.588456,30450.86,30216.58
2023-06-26 23:05:22.063192,30519.29,30287.64
2023-06-26 23:15:44.731227,30574.22,30334.56
2023-06-26 23:25:56.871006,30538.34,30312.65
2023-06-26 23:36:10.135064,30430.07,30192.89
2023-06-26 23:46:25.263202,30331.23,30100.93
2023-06-26 23:56:35.137419,30397.12,30161.74
2023-06-27 00:06:47.786442,30371.32,30161.09
2023-06-26 21:32:57.736476,30254.99,30025.24
2023-06-26 21:43:13.809238,30341.52,30107.78
2023-06-26 21:53:24.433686,30342.12,30116.08
2023-06-26 22:03:34.574125,30348.92,30120.04
2023-06-26 22:13:45.013254,30379.12,30145.73
2023-06-26 22:23:55.279366,30405.28,30175.90
2023-06-26 22:34:11.754416,30437.47,30204.56
2023-06-26 22:44:49.082763,30475.15,30241.42
2023-06-26 22:55:09.588456,30450.86,30216.58
2023-06-26 23:05:22.063192,30519.29,30287.64
2023-06-26 23:15:44.731227,30574.22,30334.56
2023-06-26 23:25:56.871006,30538.34,30312.65
2023-06-26 23:36:10.135064,30430.07,30192.89
2023-06-26 23:46:25.263202,30331.23,30100.93
2023-06-26 23:56:35.137419,30397.12,30161.74
2023-06-27 00:06:47.786442,30371.32,30161.09
2023-06-27 00:16:59.554052,30384.42,30154.72
2023-06-27 00:27:08.146523,30361.63,30119.64
2023-06-27 00:37:33.537776,30426.51,30185.39
2023-06-26 21:32:57.736476,30254.99,30025.24
2023-06-26 21:43:13.809238,30341.52,30107.78
2023-06-26 21:53:24.433686,30342.12,30116.08
